TM,Location,HITTERS,AB,SO vlhp,BB v lhp,HIT v lhp,OB v lhp,TB v lhp,HR v lhp,BP v lhp,CL v lhp,DP v lhp,SO v rhp,BB v rhp,HIT v rhp,OB v rhp,TB v rhp,HR v rhp,BP v rhp,CL v rhp,DP v rhp,STEALING,STL,SPD,B,H,INJ,CA,1B,2B,3B,SS,LF,CF,RF,FIELDING
PIN,,"Reynolds,B+",185,39,22,9.9,33,21.6,0,w*,0,4,31,8,9.2,18.2,22.4,3.6,6,-1,6,"4,5/11 (13-5)",D,14,D,C,1,,,,,,206,306,,lf-2(0)e6 cf-3e6
PIN,,"Riddle,J*",67,17,0,2.7,2.7,2.7,0,w,-1,0,11,0,8.5,8.5,21.9,3.7,w*,0,0,3/- (20-6),D,13,D,D,2,,425,441,447,468,404,404,404,3b-4e47 ss-4e68 rf-4(+1)e4 lf-4e4 cf-4e4 2b-4e41 1b-4e25
PIN,,"Stallings,J",125,24,27,29.6,56.6,43.2,1,1,+6,7,36,9,17.4,26.4,23.6,0.6,0,+8,11,-/- (---),E,9,C,C,2,212,,,,,,,,"c-2(-1)e12,T-6(pb-2)"
PIN,,"Tucker,C+",109,22,0,19.4,19.4,24.6,1.8,3,-6,22,36,0,19.4,19.4,22.4,0,w,-6,22,2/- (20-6),D,15,D,D,2,,,428,,,,408,308,cf-4(0)e8 rf-3e8 2b-4e28
SDN,,"Allen,G+",26,50,0,0,15,0,0,w*,0,0,39,16,8.9,39.9,21.6,2.8,5,0,0,*4/- (20-11),B,16,D,D,1,,,,,,204,204,204,lf-2(-2)e4 cf-2e4 rf-2e4
SDN,,"Castro,J*",80,63,15,7.3,22.3,14.8,0.2,0*,0,16,50,19,11.8,30.8,24.7,0.6,1*,0,15,-/- (---),E,9,D,D,2,301,,,,,,,,"c-3(-1)e1,T-8(pb-0)"
SDN,,"Cronenworth,J*",172,23,12,20,33,23,0,w,-9,16,4,10,34.9,45.9,63.9,1.5,3,-9,16,*6/- (17-6),C,15,D,B,1,,320,210,408,330,,,,2b-2e10 1b-3e20 ss-3e30 3b-4e8
SDN,,"Garcia,G*",60,54,7,0,7,0,0,w*,0,0,33,13,16.2,29.2,21.4,0,w,+4,0,3/- (20-6),D,12,A,B,1,,,424,411,,,,,2b-4e24 3b-4e11
SDN,,"Grisham,T*",215,39,7,27.5,37.5,38.8,1.8,3,-16,0,27,21,17.8,41.8,33.3,3.3,6,-7,0,"*4,5/- (19-12)",A,14,A,D,1,,,,,,,206,,cf-2(-1)e6
SDN,,"Hosmer,E*",143,11,0,17.6,20.6,30.6,2.8,5,-6,17,17,5,35.8,43.8,61.3,7.5,8,-6,15,*5/- (20-11),B,12,D,C,2,,311,,,,,,,1b-3e11
SDN,,"Machado,M",224,10,12,31,43.1,55.8,8.3,8,-1,26,8,9,28.6,37.6,58.5,6.8,8,-1,27,"*2-6,11/- (15-12)",B,13,D,C,0,,,,106,,,,,3b-1e6
SDN,,"Mateo,J",26,59,0,10.4,10.4,20.6,0,w*,0,29,72,0,0,0,0,0,w*,0,29,*3/- (20-11),B,17,B,D,2,,,410,,,404,404,404,lf-4(+2)e4 2b-4e10 cf-4e4 rf-4e4
SDN,,"Mejia,F+",39,10,0,12.4,23.4,22.4,0,w*,0,18,27,0,2.2,13.2,8.8,2.2,3*,0,18,-/- (---),E,11,D,C,4,410,,,,,,,,"c-4(-1)e10,T-20(pb-3)"
SDN,,"Moreland,M*",136,38,0,13.6,15.6,18.5,0.4,1,+3,0,18,10,24.2,36.2,61.9,9.8,8,+3,0,-/- (---),E,9,D,C,1,,309,,,,,,,1b-3e9
SDN,,"Myers,W",198,25,9,34.8,45.8,72.1,8.3,8,-7,0,35,8,22.5,32.5,56.6,7.8,8,-3,0,"4,5/- (13-6)",C,14,D,D,1,,303,,,,,,310,rf-3(+1)e10 1b-3e3
SDN,,"Nola,A",161,17,6,19,29,27.6,0,0,-9,14,15,13,26.5,43.5,44.3,3.6,7,-9,9,-/- (---),E,12,D,D,2,305,303,,406,,,,,"c-3(0)e5,T-5(pb-4) 1b-3e3 3b-4e6"
SDN,,"Pham,T",109,19,21,19.1,42.1,33.8,2.8,5,-6,8,24,14,10.6,26.5,11,0.2,0,-7,11,"*4,5/- (20-13)",A,15,D,C,3,,,,,,309,,,lf-3(0)e9
SDN,,"Profar,J+",180,9,2,30,37,39,3,5,-5,2,6,9,24.4,38.3,32.8,1.8,3,-4,1,*7/- (19-12),A,14,D,B,1,,404,410,,,305,405,405,lf-3(0)e5 2b-4e10 rf-4e5 cf-4e5 1b-4e4
SDN,,"Tatis Jr,F",224,31,12,17.2,34.2,36.2,3.3,5,+9,18,23,13,22.5,40.5,54.9,9.1,8,+9,16,"*2-5,12/- (19-13)",A,17,D,B,1,,,,,108,,,,ss-1e8
SEA,,"Bishop,B",30,44,3,19.3,29.3,37.2,0,w,+4,0,34,6,0,13,0,0,w*,0,0,*3/- (20-11),B,15,C,D,1,,,,,,206,206,206,rf-2(-1)e6 cf-2e6 lf-2e6
SEA,,"Crawford,J*",204,16,15,20.4,38.4,31.6,3,w,+7,13,10,10,24,37,33.4,1.3,w,+8,14,"*2-6,11/- (15-12)",B,13,D,B,1,,,,,110,,,,ss-1e10
SEA,,"Ervin,P",74,23,25,1.1,29.1,2.2,0,w*,0,14,32,24,2.6,29.6,5.2,0,w*,0,14,3/- (20-6),C,14,D,D,1,,,,,,304,404,304,rf-3(-1)e4 lf-3e4 cf-4e4
SEA,,"Fraley,J*",26,71,0,0,8,0,0,w*,0,0,50,9,14.2,31.1,35,0,w*,0,0,*2-12/- (15-13),B,15,D,D,1,,,,,,308,,308,rf-3(0)e8 lf-3e8
SEA,,"France,T",141,24,5,23.9,32.8,34,1.2,1,+8,16,29,7,35.8,46.8,50,1.2,2,+8,12,-/- (---),E,11,D,C,1,,406,417,427,,,,,2b-4e17 3b-4e27 1b-4e6
SEA,,"Haggerty,S+",50,39,13,31.5,44.5,59.4,3.8,7,0,0,39,2,21.1,23.1,28.9,0,w,0,0,*6/- (20-13),A,16,D,D,2,,,,437,,304,,304,lf-3(+2)e4 3b-4e37 rf-3e4
SEA,,"Hudson,J",17,0,0,0,0,0,0,w*,0,0,31,13,7.6,20.6,7.6,0,w,-5,0,-/- (---),E,8,C,D,2,406,,,,,,,,"c-4(+2)e6,T-11(pb-6)"
SEA,,"Lewis,K",206,36,28,13.1,41.1,26.9,4.6,8,-5,9,39,19,23.1,42.2,31.7,2.8,5,-14,10,*5/- (19-6),B,13,D,D,1,,,,,,,306,,cf-3(-2)e6
SEA,,"Long,S*",117,51,9,0,9,0,0,w*,0,4,32,8,14.5,22.5,26.8,1.9,3,+8,4,*6/- (20-12),B,14,D,C,2,,,405,,,506,,,2b-4e5 lf-5(+1)e6
SEA,,"Lopes,T",143,30,0,16.1,19.1,32,2,3,+6,10,19,0,23,26,36.1,0,w,+6,10,*7/- (20-12),B,14,D,C,1,,,,465,,504,,504,lf-5(0)e4 rf-5e4 3b-4e65
SEA,,"Marmolejos,J*",107,39,7,6.8,15.9,13.6,2.3,5,-2,13,34,2,15.6,19.6,35.1,5,8,-3,16,2-9/- (3-1),E,10,D,C,1,,412,,,,411,,411,lf-4(0)e11 1b-4e12 rf-4e11
SEA,,"Moore,D",137,24,3,18.5,33.5,40.7,2.5,4*,0,19,36,13,18,43,34.3,4.5,8,-8,12,*3-7/- (17-15),A,15,D,B,2,,410,334,459,484,306,406,306,rf-3(-1)e6 2b-3e34 lf-3e6 1b-4e10 ss-4e84 3b-4e59 cf-4e6
SEA,,"Odom,J",39,64,22,0,22,0,0,w*,0,15,80,7,5.7,12.7,5.7,0,w,+4,8,-/- (---),E,8,B,D,2,404,,,,,,,,"c-4(+2)e4,T-5(pb-5)"
SEA,,"Seager,K*",203,14,11,9.9,27.9,22,2.5,5*,0,13,0,18,21.2,46.2,34.6,2.3,4,+2,11,*4/- (20-6),B,12,D,C,0,,,,212,,,,,3b-2e12
SEA,,"Smith,M*",45,56,0,0,0,0,0,w*,0,18,33,0,5.9,5.9,10.7,0,w*,0,18,*4/- (20-11),B,16,D,D,1,,,,,,,412,412,rf-4(+1)e12 cf-4e12
SEA,,"Strange-Gordon,D*",75,20,0,6.9,12.9,10.6,0,w,-1,8,3,9,17.9,32.8,17.9,0,w,-2,7,*2-9/11 (15-11),B,16,B,C,1,,,234,,344,410,,,2b-2e34 lf-4(0)e10 ss-3e44
SEA,,"Torrens,L",70,21,14,19,33,32.6,1.8,2,-6,8,14,8,27.6,35.6,36.9,0,w,-8,9,-/- (---),E,10,D,C,2,401,,,,,,,,"c-4(+1)e1,T-6(pb-14)"
SEA,,"White,E",182,52,14,5.3,20.3,13.1,2,2*,0,10,71,8,7.8,16.8,21.2,3.6,5*,0,9,3-6/8-11 (13-4),D,14,D,C,1,,103,,,,,,,1b-1e3
SFN,,"Bart,J",103,51,0,14.9,24.9,23.5,0,w,-4,5,52,0,20.3,30.3,31.3,0,w,-11,5,-/- (---),E,10,D,C,2,406,,,,,,,,"c-4(+1)e6,T-5(pb-2)"
SFN,,"Belt,B*",149,34,32,4.8,36.8,11.3,1.4,2*,0,17,16,24,32,56,58.9,4.2,7,-10,20,-/- (---),E,10,D,D,2,,108,,,,,,,1b-1e8
SFN,,"Crawford,B*",172,16,13,17.6,35.6,25.4,0,w,-5,10,32,3,22.1,30.1,43.1,4,6,-6,10,"2-5,11,12/7,9,10 (13-4)",D,11,D,D,1,,,,,227,,,,ss-2e27
SFN,,"Dickerson,A*",151,48,0,9.4,12.4,18,2.8,4,-4,24,12,10,28.5,41.5,52.7,4.8,8,-10,22,-/- (---),E,12,D,D,1,,,,,,405,,405,lf-4(+1)e5 rf-4e5
SFN,,"Dubon,M",157,15,13,35.3,49.3,43.6,2.8,4,-11,14,22,9,22.8,32.8,26.5,0,0,-12,18,"*2-5,11,12/8,10 (15-5)",D,14,D,D,1,,,224,,429,,305,,cf-3(0)e5 2b-2e24 ss-4e29
SFN,,"Duggar,S*",34,43,0,0,6,0,0,w*,0,22,40,0,10.1,16.1,17.5,0,w,+4,22,*3/- (20-11),B,15,D,D,1,,,,,,205,305,205,rf-2(0)e5 lf-2e5 cf-3e5
SFN,,"Flores,W",198,31,1,24.7,26.7,75.4,15.6,8,-3,18,3,5,24.8,30.8,39.5,2.3,4,-12,19,2/- (20-6),E,10,D,B,1,,414,418,465,,,,,2b-4e18 1b-4e14 3b-4e65
SFN,,"Heineman,T+",42,4,4,2.5,16.5,2.5,0,w*,0,0,4,9,11.4,30.5,12,0,w,-7,0,*3/- (20-6),C,11,A,B,2,416,,,,,,,,"c-4(0)e16,T-17(pb-0)"
SFN,,"Longoria,E",193,10,2,26.8,30.8,41.4,4.2,8,0,31,18,3,19.8,24.8,31.1,1.2,2,0,32,3-6/- (3-1),E,12,D,C,2,,,,206,,,,,3b-2e6
SFN,,"Pence,H",52,32,5,6.6,15.6,26.4,6.6,8*,0,32,34,0,0,4,0,0,w*,0,33,-/- (---),E,14,D,D,1,,,,,,402,,402,rf-4(+2)e2 lf-4e2
SFN,,"Robertson,D",21,36,9,41,50,41,0,w,-8,0,25,27,30.4,57.4,30.4,0,w,-6,0,-/- (---),E,12,D,D,1,,,218,210,329,416,,,ss-3e29 2b-2e18 3b-2e10 lf-4(0)e16
SFN,,"Ruf,D",87,20,20,19.6,39.7,46.3,5.4,8,+4,4,34,17,22.6,39.7,29.1,1.8,3,+4,5,2/- (20-6),D,9,D,D,1,,410,,,,511,,511,lf-5(+2)e11 rf-5e11 1b-4e10
SFN,,"Slater,A",85,0,38,21,63.1,49.4,9.4,8,-5,10,44,11,21.6,36.7,29.5,0.5,0,-7,12,"*2-5,12/- (19-14)",A,14,D,D,2,,,,,,306,,306,rf-3(+3)e6 lf-3e6
SFN,,"Smoak,J+",119,9,6,7.6,16.6,15.6,0.2,0*,0,24,52,5,10.1,18.1,25.8,3.1,5*,0,28,-/- (---),E,8,D,D,1,,217,,,,,,,1b-2e17
SFN,,"Solano,D",190,3,1,41.9,44.9,63.8,3.6,w,+8,8,23,2,34.7,38.7,56.5,3.2,w,+8,8,-/- (---),E,12,D,C,1,,,428,465,419,,,,2b-4e28 3b-4e65 ss-4e19
SFN,,"Tromp,C",61,27,0,22,22,45.2,7.2,8,-9,33,56,0,7.8,7.8,25.2,5.8,8*,0,34,-/- (---),E,10,D,D,3,406,,,,,,,,"c-4(0)e6,T-1(pb-6)"
SFN,,"Yastrzemski,M*",192,25,22,21.1,46.2,50.4,5,8,+2,3,30,16,27.6,46.7,49.7,2,3,+2,3,7/- (13-6),C,14,D,B,1,,,,,,203,303,103,rf-1(-2)e3 cf-3e3 lf-2e3
SLN,,"Bader,H",106,34,0,27.5,37.5,76.4,8.3,8,-1,9,39,20,10.9,40.8,23.7,1,0,0,7,*2-5/- (17-12),B,16,D,D,1,,,,,,,108,,cf-1(0)e8
SLN,,"Carlson,D+",110,48,8,9.9,17.9,18.8,0,w*,0,19,36,3,14.7,17.7,30.4,1.5,3,-2,20,3-6/9 (13-7),D,14,D,D,1,,,,,,203,303,203,cf-3(0)e3 rf-2e3 lf-2e3
SLN,,"Carpenter,M*",140,32,14,9.9,32.9,17.5,0,w,+7,1,34,17,6.6,32.6,13,1.4,3,+7,0,-/- (---),E,10,D,D,1,,418,,318,,,,,3b-3e18 1b-4e18
SLN,,"Dejong,P",152,37,21,6.7,28.6,6.7,0,w,+7,15,33,11,24.3,36.3,31.3,0.8,0,+8,18,2/- (20-6),D,12,D,D,2,,,,,214,,,,ss-2e14
SLN,,"Edman,T+",204,15,0,28,33,47.2,3.5,6,+11,19,20,8,19.4,32.4,21.9,0,0,+10,17,"*2-6,11,12/7-10 (15-4)",D,16,D,B,1,,,325,225,428,410,,410,3b-2e25 ss-4e28 rf-4(+1)e10 2b-3e25 lf-4e10
SLN,,"Fowler,D+",90,35,2,0,4,0,0,w*,0,17,33,12,20.9,34.9,33.4,4,8,+4,16,*4-6/9 (15-6),C,13,D,D,2,,,,,,,,306,rf-3(+1)e6
SLN,,"Goldschmidt,P",191,13,42,16.3,59.3,35.5,4.4,8,-4,6,10,23,31.2,55.2,40.9,0.6,1,-10,12,2/- (20-6),D,13,D,C,0,,103,,,,,,,1b-1e3
SLN,,"Knizner,A",16,58,0,20.6,20.6,39.6,0,w,+4,20,25,0,26.4,26.4,29.4,0,w,+4,35,-/- (---),E,10,D,D,2,416,,,,,,,,"c-4(0)e16,T-20(pb-9)"
SLN,,"Miller,B*",142,48,10,6.9,20.9,23.7,5.6,8,0,8,29,21,16.3,41.3,34.5,3.3,5,+1,6,2/- (20-6),D,12,D,D,2,,,432,465,488,,,,3b-4e65 ss-4e88 2b-4e32
SLN,,"Molina,Y",145,14,0,18.6,22.6,46.7,8.8,8,-2,34,0,0,28.3,32.3,39.1,3.6,w,-2,33,-/- (---),E,8,D,B,2,213,430,,,,,,,"c-2(-4)e13,T-20(pb-3) 1b-4e30"
SLN,,"O'Neill,T",139,25,19,2.4,24.4,6,0.6,1*,0,13,31,10,7.6,20.6,22.6,4.2,8*,0,15,"*5,6/- (17-12)",B,15,D,D,1,,,,,,205,,,lf-2(-1)e5
SLN,,"Ravelo,R",35,0,24,5.2,29.2,18.4,4.4,8*,0,0,12,2,8.3,10.3,14.6,0,w*,0,0,-/- (---),E,10,D,C,3,,410,,,,509,,509,rf-5(+1)e9 1b-4e10 lf-5e9
SLN,,"Schrock,M*",17,23,0,7.2,7.2,7.2,0,w,-5,0,48,0,8.8,8.8,30.4,7.2,8,0,0,-/- (---),E,13,D,D,1,,,430,417,,,,,2b-4e30 3b-4e17
SLN,,"Thomas,L",36,53,0,0,0,0,0,w*,0,22,36,18,2.2,20.2,8.5,2,3*,0,17,-/- (---),E,14,D,D,2,,,,,,,414,314,rf-3(0)e14 cf-4e14
SLN,,"Wieters,M+",35,5,0,2.8,14.8,2.8,0,w*,0,20,31,9,14.7,35.7,16.7,0,w,-2,17,-/- (---),E,8,C,C,3,403,,,,,,,,"c-4(0)e3,T-7(pb-7)"
SLN,,"Wong,K*",181,0,0,31,36,31.8,0,w,+8,1,6,11,23.3,39.3,31.4,1.4,w,+7,0,"*5,6/- (16-11)",B,15,B,C,1,,,106,,,,,,2b-1e6
TBA,,"Adames,W",185,48,15,25.7,40.7,54.4,2,4*,0,10,54,11,19.7,30.7,36.4,2.8,4,-7,10,"4,5/- (13-6)",C,15,D,C,1,,,,,128,,,,ss-1e28
TBA,,"Arozarena,R",64,17,0,35,50,93.8,19.6,8,-7,18,44,11,13.9,39.8,42.2,8.4,8,0,9,*6/- (20-13),A,17,D,C,1,,,,,,301,401,301,lf-3(-2)e1 cf-4e1 rf-3e1
TBA,,"Brosseau,M",86,39,0,35.5,42.5,79.3,10.8,8,-8,8,45,16,22.4,45.4,31,0.2,0,-7,8,*4/- (20-6),C,14,D,D,1,,325,304,337,,414,,414,3b-3e37 1b-3e25 2b-3e4 lf-4(+2)e14 rf-4e14
TBA,,"Choi,J*",122,54,1,0,1,0,0,w*,0,4,28,18,20.6,38.6,40.6,1,1*,0,2,-/- (---),E,10,D,D,2,,215,,,,,,,1b-2e15
TBA,,"Diaz,Y",114,9,39,18.6,59.6,22.6,0,w,-8,15,0,19,31.9,52.9,33.3,0.4,0,-10,24,-/- (---),E,11,D,C,2,,409,,408,,,,,3b-4e8 1b-4e9
TBA,,"Kiermaier,K*",138,33,9,6.3,17.3,11.4,0,w*,0,9,33,15,15.5,32.5,25.7,0.8,0,+4,8,"*5,6/- (19-13)",A,17,D,B,1,,,,,,,105,,cf-1(-5)e5
TBA,,"Lowe,B*",193,25,12,22.9,38.9,64,11.7,8,+2,4,34,13,19,36,36.3,4,8,+2,4,3/- (20-6),C,14,D,D,1,,425,208,,,402,,402,2b-2e8 rf-4(+1)e2 lf-4e2 1b-4e25
TBA,,"Lowe,N*",67,64,14,0.9,14.9,0.9,0,w*,0,19,51,7,19.8,26.8,44,7.6,8,-8,9,3/- (20-6),D,11,D,D,1,,406,,532,,,,,1b-4e6 3b-5e32
TBA,,"Margot,M",145,2,12,21.8,33.8,22.5,0.3,1,-12,0,11,7,27.5,34.5,37,0,w,-12,0,*2-6/- (18-15),AA,16,A,C,1,,,,,,208,208,208,cf-2(-2)e8 rf-2e8 lf-2e8
TBA,,"Meadows,A*",132,49,11,3.2,16.2,3.6,0,w*,0,0,46,14,14.4,30.4,31.4,2.4,3,+4,0,"*2-5,12/- (15-11)",C,13,D,D,3,,,,,,303,,303,lf-3(0)e3 rf-3e3
TBA,,"Perez,M*",84,23,1,4,7.9,4,0,w,+4,26,41,5,6,14,15.4,2.6,w,+4,26,-/- (---),E,9,D,C,2,301,425,,,,,,,"c-3(-1)e1,T-6(pb-0) 1b-4e25"
TBA,,"Phillips,B*",51,0,16,3.2,19.1,3.2,0,w,-1,0,34,18,12.6,30.5,37,3,5*,0,0,"*2-6,9/- (19-15)",A,16,D,D,2,,,,,,203,203,203,rf-2(-4)e3 cf-2e3 lf-2e3
TBA,,"Renfroe,H",122,35,25,9.6,37.5,38,9.5,8*,0,13,31,6,3.2,12.2,12.5,3.1,6*,0,18,*4/- (20-6),C,13,D,D,1,,425,,,,,,215,rf-2(-3)e15 1b-4e25
TBA,,"Smith,K",31,36,25,10.9,41.9,39.5,9.6,8,+3,7,38,17,21.9,44.9,42.5,0,w*,0,14,-/- (---),E,9,D,D,2,403,,,,,,,,"c-4(+3)e3,T-3(pb-3)"
TBA,,"Tsutsugo,Y*",157,48,14,11.7,26.7,23.7,4,7,0,19,30,19,6.9,26.9,17.5,3,5,0,19,-/- (---),E,11,D,D,1,,,,465,,402,,,lf-4(0)e2 3b-4e65
TBA,,"Wendle,J*",168,6,11,30.3,47.3,30.6,0,w,-9,0,19,0,29.5,35.5,43.2,1.2,2,-10,2,"*2-5,12/- (19-13)",A,15,D,B,1,,,205,235,418,,,,3b-2e35 2b-2e5 ss-4e18
TBA,,"Zunino,M",75,68,8,2.3,18.4,9.4,2.3,4*,0,0,68,5,4,17,16,4,7*,0,0,-/- (---),E,10,D,D,3,106,,,,,,,,"c-1(-2)e6,T-1(pb-10)"
TEA,,"Andrus,E",103,12,0,14.3,14.3,25.4,1.5,2,-4,34,1,10,8.5,18.5,16.3,1.5,2,-2,29,*4-6/- (17-12),B,15,D,C,2,,,,,317,,,,ss-3e17
TEA,,"Apostel,S",20,65,10,9.9,20,19.9,0,w*,0,0,67,0,0,0,0,0,w*,0,0,-/- (---),E,11,D,C,1,,430,,465,,,,,1b-4e30 3b-4e65
TEA,,"Calhoun,W*",100,0,2,4.1,8.1,4.1,0,w,+8,6,14,0,11.5,13.5,22.9,2.6,w,+8,6,-/- (---),E,10,D,C,2,,,,,,502,,,lf-5(+3)e2
TEA,,"Choo,S*",110,13,0,16.1,20.1,21.1,1.3,2,+8,4,40,17,13.5,34.5,23.3,3.3,7,+7,3,*3-6/- (18-13),A,13,C,C,2,,,,,,409,,409,lf-4(+1)e9 rf-4e9
TEA,,"Dietrich,D*",61,1,16,3,35,3,0,w*,0,22,38,15,8.6,39.6,33.5,8.3,8*,0,13,*2-7/10-12 (15-7),D,12,D,D,1,,430,404,416,,,,,1b-4e30 2b-4e4 3b-4e16
TEA,,"Gallo,J*",193,55,10,2.5,16.5,9.7,2.4,4*,0,0,48,19,9.9,32.9,25.5,3.8,7*,0,0,3/- (20-6),C,14,B,D,1,,,,,,,,104,rf-1(-4)e4
TEA,,"Guzman,R*",78,30,0,10.2,13.2,17.2,0,w*,0,0,35,12,20.7,35.7,41.9,5.4,8,-7,0,3/- (20-6),D,11,D,D,1,,207,,,,,,,1b-2e7
TEA,,"Heineman,S",52,15,0,4.2,4.2,13.4,2.5,4*,0,16,23,0,5.4,5.4,10.8,0,w*,0,16,*5/- (20-13),B,14,D,C,1,,412,,,,312,312,312,cf-3(0)e12 lf-3e12 1b-4e12 rf-3e12
TEA,,"Huff,S",31,59,0,39,39,122.3,22.8,8*,0,0,43,7,42.4,49.4,86.4,10,8,-8,0,-/- (---),E,10,D,D,2,416,,,,,,,,"c-4(0)e16,T-20(pb-9)"
TEA,,"Kiner-Falefa,I",211,2,11,42.5,55.5,59.3,3.2,w,-15,19,7,1,25,28,36.9,2.7,w,-17,21,"*2-7,10/12 (15-11)",B,15,D,B,1,,,,119,308,,,,3b-1e19 ss-3e8
TEA,,"Mathis,J",62,56,5,2.4,7.4,7.2,1.6,3*,0,0,52,7,4.7,11.6,18.4,4.4,7*,0,0,3/- (20-6),D,9,D,D,2,202,,,,,,,,"c-2(-2)e2,T-20(pb-4)"
TEA,,"Odor,R*",138,42,0,3,5,12,3,5*,0,10,45,1,12.6,15.6,46.3,10.9,8*,0,10,2-10/- (3-1),E,13,B,C,2,,,418,,,,,,2b-4e18
TEA,,"Refsnyder,R",30,39,14,16.9,36.9,22.3,0,w,-7,0,55,0,3.8,9.8,3.8,0,w,-2,0,-/- (---),E,13,D,D,1,,425,,,,408,,408,1b-4e25 lf-4(+1)e8 rf-4e8
TEA,,"Santana,D+",55,74,0,5,5,18.7,4.4,7*,0,12,51,25,0.2,25.1,0.3,0,w*,0,10,*4/- (20-11),B,15,D,D,4,,419,,,,,411,,1b-4e19 cf-4(0)e11
TEA,,"Solak,N",209,17,4,32,38,35.4,0,w,+12,22,14,10,19.5,31.5,31.9,2.7,w,+12,20,*6/- (19-11),A,15,D,C,1,,530,410,,,405,405,,lf-4(+2)e5 2b-4e10 cf-4e5 1b-5e30
TEA,,"Taveras,L+",119,43,20,20.6,40.6,31.1,0.5,1,-9,0,47,9,13.1,22.1,23.8,1.8,4,-6,0,"*5,6/- (20-13)",A,16,C,D,1,,,,,,,210,,cf-2(-2)e10
TEA,,"Tejeda,A+",75,58,0,18.8,18.8,30.2,3.8,6,-9,17,58,0,25.1,25.1,46.8,2,4,-8,10,*4-6/- (19-15),B,15,D,D,1,,,411,,431,,,,ss-4e31 2b-4e11
TEA,,"Trevino,J",76,19,0,26.5,29.5,50.1,1.5,2,+1,9,13,0,19,22,34.7,0.8,1,+1,9,-/- (---),E,8,D,C,3,308,525,,,,,,,"c-3(0)e8,T-1(pb-0) 1b-5e25"
TEA,,"White,E",48,51,10,6.8,16.8,10.8,0,w*,0,0,36,0,13.8,13.8,16.1,0,w,+4,0,"*2-8,12/9-11 (15-8)",C,14,D,D,1,,,,,,209,409,309,lf-2(+1)e9 rf-3e9 cf-4e9
TOA,,"Bichette,B",123,38,0,36,36,46.8,0.9,3,+9,12,13,0,26.9,26.9,49.9,3,5,+9,12,"*5,6/- (18-12)",B,13,D,D,2,,,,,420,,,,ss-4e20
TOA,,"Biggio,C*",220,27,29,20.3,52.3,40.2,2.3,w,+5,0,22,20,12.4,35.4,26.1,3,5,+5,2,*4/- (20-6),A,14,D,C,1,,,415,417,,411,411,411,2b-4e15 rf-4(+2)e11 3b-4e17 cf-4e11 lf-4e11
TOA,,"Davis,J",27,5,14,11.4,39.4,27.2,3.4,8,+3,19,45,11,17.5,42.5,28.9,0.8,0,+3,12,*3/- (20-11),B,16,D,C,1,,,,,,204,204,204,rf-2(+1)e4 cf-2e4 lf-2e4
TOA,,"Drury,B",46,12,0,24.4,24.4,27.6,0,w,-9,0,18,0,0,0,0,0,w*,0,0,-/- (---),E,12,D,C,1,,,412,310,429,,,,3b-3e10 2b-4e12 ss-4e29
TOA,,"Espinal,S",60,18,0,29.6,29.6,42.1,0,w,+4,14,38,20,12.6,32.7,14.9,0,w,+3,10,3/- (20-6),C,13,C,C,1,,,,327,218,,,,ss-2e18 3b-3e27
TOA,,"Fisher,D*",31,53,17,1.9,18.9,1.9,0,w,+4,0,35,31,15.2,46.2,40.1,1.9,3*,0,0,2-12/- (3-1),E,14,D,D,3,,,,,,516,,516,rf-5(+1)e16 lf-5e16
TOA,,"Grichuk,R",216,13,1,32.7,33.7,58.5,6,8,-12,19,23,3,21,24,34.5,4,7,-12,18,7/11 (13-5),D,14,D,C,1,,,,,,,404,,cf-4(-1)e4
TOA,,"Guerrero Jr,V",221,15,14,16.1,32.1,51.7,8.6,8*,0,17,5,6,22.7,30.7,33,0.5,1,+4,19,2/- (20-6),E,10,D,B,0,,514,,,,,,,1b-5e14
TOA,,"Gurriel,L",208,24,4,26,30,44.9,2.8,6,-6,24,19,6,31.3,37.3,50.8,4,8,-6,24,6/- (15-6),C,12,D,C,1,,525,,,,303,,,lf-3(-3)e3 1b-5e25
TOA,,"Hernandez,T",190,50,7,21.9,29.9,59.3,11.8,8,-6,8,37,6,27.2,34.2,55.5,8.8,8,-12,17,"*4,5/- (19-12)",A,14,D,D,2,,,,,,,411,411,rf-4(-2)e11 cf-4e11
TOA,,"Jansen,D",120,34,15,2.2,20.2,2.8,0.2,0*,0,2,15,26,5.8,34.8,17.2,3.8,8*,0,1,-/- (---),E,11,C,D,2,308,,,,,,,,"c-3(0)e8,T-1(pb-3)"
TOA,,"Kirk,A",24,35,0,39.8,39.8,48.8,0,w,+4,0,0,0,47.2,47.2,76.1,5.2,8,+4,0,-/- (---),E,8,D,C,2,412,,,,,,,,"c-4(+2)e12,T-19(pb-0)"
TOA,,"McGuire,R*",41,32,0,0,0,0,0,w*,0,20,27,0,3.1,3.1,12.4,3.1,5*,0,20,-/- (---),E,10,A,D,2,416,,,,,,,,"c-4(-1)e16,T-20(pb-7)"
TOA,,"Panik,J*",120,22,18,24.6,44.6,31.2,0,w,-5,19,14,20,9.6,31.7,17.5,1.8,w,-4,20,-/- (---),E,12,D,C,1,,,312,432,416,,,,2b-3e12 ss-4e16 3b-4e32
TOA,,"Shaw,T*",163,9,0,23.9,23.9,37.6,0,w,-8,20,44,11,15.4,26.4,29.5,3.5,7,-6,16,-/- (---),E,11,D,D,1,,220,,210,,,,,3b-2e10 1b-2e20
